0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98482111586453e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00390625
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00745692310884044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078125
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997405289805561,0,0,0,0,0,2.39370692385364e-08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0.00390625
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177028282625331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01953125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.44146420002395e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.01171875
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000000000003,0.00259471019120497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333333333,0.666666666666667,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.872510216565585,0,1,0,1,1,0,0,4.04181877077003e-12,0,0.999999927987187,0,0,0.999999993090652,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.5,0,1,0,1,1,0,0,0.166666666666667,0,0.428571428571429,0,0,0.04,0
1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.557972944702573,0,1,0,0,0.237852601397412,0,0,0,5.16704898759004e-08,0.999998475834171,0.0723686880549504,6.30152725160229e-09,0.0464281335252962,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0.2,0,0,0,0.285714285714286,0.875,0.0666666666666667,0.07,0.05078125
0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0.127489783424743,0.442027055297331,0,0,0,0,0.762147398602592,-1.84019794001047e-14,0,0,2.03424733817327e-08,1.52416576749195e-06,0.927631311945039,6.11527141495194e-10,0.92841209116738,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0.5,0.5,0,0,0,0,0.8,0.166666666666667,0,0,0.285714285714286,0.125,0.933333333333333,0.89,0.90234375
